kanjireading,rank,weight
雌[め],5342,58974.607386892385
越[こし],5343,59015.923874397449
嚼[しゃく],5344,59086.594317890667
侭[まま],5345,59130.111232099647
所[せ],5346,59132.259579589925
神[こう],5347,59208.791241983134
体[だい],5348,59240.278155865395
蜘蛛[ぐも],5349,59250.234430866112
現[あら],5350,59325.229309116774
嗤[わら],5351,59335.867595566902
９[ここの],5352,59367.991545405617
陪[ばい],5353,59434.572486537734
窩[か],5354,59451.533656677828
刈[かり],5355,59453.334768027744
環[わ],5356,59463.253295313465
賜[たまわ],5357,59484.649162974027
帝[みかど],5358,59496.336567702856
倦[けん],5359,59503.084382316782
渓[けい],5360,59516.289244266569
凪[なぎ],5361,59518.114354995239
捗[ちょく],5362,59532.295819977830
愛[め],5363,59534.132217179773
百[ゆ],5364,59569.646831190366
合[り],5365,59569.646831190366
古[ご],5366,59581.527367908668
鯨[げい],5367,59593.695109333908
裂[ざ],5368,59608.931845371197
締[しま],5369,59627.137198401244
々[がみ],5370,59664.961751832510
凜[りん],5371,59763.929254746952
殿[てん],5372,59774.704886752690
貢[みつ],5373,59824.260827825667
厭[いと],5374,59836.464008610972
詣[けい],5375,59839.459962982030
砂[ざ],5376,59866.205889189878
飄[ひょう],5377,59874.278851697301
燕[えん],5378,59937.653371085144
行[おこ],5379,59960.431328234219
柿[がき],5380,59975.847146984815
楯[たて],5381,60009.398552648301
通[つ],5382,60102.134848231348
噺[ばなし],5383,60114.469726907650
涜[とく],5384,60190.112446764389
刺[とげ],5385,60219.864256968198
藉[ぜき],5386,60236.093504305405
嘗[な],5387,60261.589452513312
封[ぷう],5388,60266.924373918795
塀[べい],5389,60321.368885882534
行[あん],5390,60330.149270080306
傀[かい],5391,60423.824984464190
儡[らい],5392,60423.824984464190
反吐[へど],5393,60444.859123147144
瞳[どう],5394,60470.548134380457
膵[すい],5395,60487.993131769392
虚[そら],5396,60544.652196184761
紅[く],5397,60610.261379221934
慎[つつ],5398,60631.305644643478
生姜[しょうが],5399,60637.486090301376
労[ねぎら],5400,60730.914497220205
邁[まい],5401,60760.928424970865
嬉[き],5402,60776.016137563609
立[たつ],5403,60861.318699347335
板[はん],5404,60919.538503526936
宰[さい],5405,60953.329014637202
々[りゅう],5406,60966.745010494822
潟[がた],5407,60983.223647904633
苗[みょう],5408,60984.115733245730
茨[いばら],5409,61022.155218002728
梗[こう],5410,61038.247849537067
蟹[がに],5411,61049.564512052573
弾[だま],5412,61114.089028295712
京[みやこ],5413,61116.127675750220
祖父[じい],5414,61128.618192020265
宿[じゅく],5415,61145.178718929710
不味[まず],5416,61169.209789328619
宝[ぽう],5417,61193.445600382169
呆[ほう],5418,61235.601825554142
見惚[みと],5419,61237.830787139144
借[かり],5420,61261.711527738174
締[しめ],5421,61301.996026912726
猶[なお],5422,61324.615714190491
汝[うぬ],5423,61403.284782867762
冊[さっ],5424,61427.914467031842
仏[ぼとけ],5425,61437.490325222163
命[みこと],5426,61479.670339543532
形[なり],5427,61493.577827053326
継[つぎ],5428,61547.989588744815
溜[りゅう],5429,61555.019845114766
煤[すす],5430,61612.469032506517
紗[しゃ],5431,61638.037167870447
涛[とう],5432,61645.577034230941
禿[は],5433,61657.901403375625
捩[ねじ],5434,61688.390200902781
葦[あし],5435,61719.886822093016
狭間[はざま],5436,61745.808991197337
勃[た],5437,61767.470110439470
尻[けつ],5438,61784.874949038953
杞[き],5439,61825.180585581438
嫁[か],5440,61864.203679487386
縄[じょう],5441,61904.272645832367
固[ご],5442,61910.602060257595
々[うい],5443,61931.009378093542
沢[ざわ],5444,62046.437515157246
翔[しょう],5445,62064.914110893515
卓[たっ],5446,62182.359785080414
蝕[むしば],5447,62232.621436753099
刻[とき],5448,62243.204316004303
保[ほう],5449,62299.733090726637
穿[は],5450,62305.755341990800
妖[あや],5451,62311.993031137194
々[とう],5452,62325.766151582167
懸[かけ],5453,62353.935637129085
々[たび],5454,62357.046814351459
冷[び],5455,62362.119712503547
菱[びし],5456,62363.336643840397
空[むな],5457,62368.735531460850
々[まる],5458,62372.464267703981
氏[うじ],5459,62444.601596282795
脆[ぜい],5460,62447.833014774529
頭[ど],5461,62511.841266865362
靭[じん],5462,62528.111213164339
酉[とり],5463,62551.497872375796
驕[おご],5464,62554.871607233537
写[じゃ],5465,62559.805413213748
刷[ず],5466,62575.040273537066
々[もん],5467,62670.563917939238
視[み],5468,62680.002820770860
酪[らく],5469,62864.173113918187
伝[つて],5470,62908.881152299633
紅[あか],5471,62936.399767898023
培[つちか],5472,62973.422984337951
錦[きん],5473,62980.487280621310
魂[たま],5474,62987.754925060901
亥[い],5475,62990.478121351203
未[ひつじ],5476,63017.581980361108
問[とい],5477,63044.535813269707
紡[ぼう],5478,63048.440764836465
憑[ぴょう],5479,63075.080678201055
聡[そう],5480,63081.788827316697
々[ずう],5481,63109.263455072134
々[ちゃく],5482,63153.725897776596
再[さ],5483,63166.972520124393
吾[われ],5484,63204.265211697821
裸[ぱだか],5485,63302.107102988572
発[た],5486,63341.846805470042
奉[ぼう],5487,63396.354579962681
緒[いとぐち],5488,63423.195352514471
狐[こ],5489,63518.803106055471
答[ごた],5490,63531.784208015983
調[ととの],5491,63557.410865914164
操[みさお],5492,63560.145584190148
規[ぎ],5493,63615.578454964445
袴[はかま],5494,63618.667209033687
攪[かく],5495,63619.478190812602
空[あき],5496,63634.226446046567
苛[いじ],5497,63658.448301672921
芻[すう],5498,63699.902088698189
鋒[ぽう],5499,63742.960915154094
坐[すわ],5500,63825.343725599385
淵[ふち],5501,63825.344764060523
砂利[じゃり],5502,63834.760154798736
過[よ],5503,63841.031055939398
燕[つばめ],5504,63877.604480636226
砥[と],5505,63911.067455972123
騙[かた],5506,63953.768947483681
奴[やっこ],5507,63967.410020264717
闊[かっ],5508,63983.653560027051
十[そ],5509,63986.023570589306
毀[き],5510,64036.423918499560
蠱[こ],5511,64068.762849650491
覆[ぷく],5512,64073.110612671757
々[ぬん],5513,64116.373943468854
早[さ],5514,64121.055932275245
海原[うなばら],5515,64234.929033086803
淫[みだ],5516,64264.534252985832
詠[よ],5517,64302.222139468773
賦[ふ],5518,64326.237665107510
包[ぽう],5519,64331.207924772491
燐[りん],5520,64354.223497330815
肋[あばら],5521,64455.883627293893
羨[せん],5522,64473.499745789653
弦[つる],5523,64476.611392837360
繫[つな],5524,64542.417369565243
紛[まが],5525,64549.237997969387
楔[くさび],5526,64556.033168878763
殺[せっ],5527,64655.257202452187
於[お],5528,64660.462648120294
々[た],5529,64671.975104157515
呆ける[ボケる],5530,64682.557983408711
融[と],5531,64708.433537074066
謹[つつし],5532,64749.316932317459
遺[のこ],5533,64785.435422440605
氏[じ],5534,64796.263709267274
競[くら],5535,64798.467098447720
拓[ひら],5536,64811.641237685384
飲[のみ],5537,64821.946728607880
苛[いら],5538,64837.249525953863
禿[はげ],5539,64861.857518533427
拍[ぴょう],5540,64893.918506690803
箪[たん],5541,64894.610114361283
如何[いかが],5542,64908.930802851835
神楽[かぐら],5543,64937.110604578636
洩[えい],5544,64968.653069266227
々[だか],5545,64974.318989310479
悸[き],5546,64995.331238516876
縞[じま],5547,65050.761683537450
轢[ひ],5548,65134.257277056655
簀[す],5549,65163.118968744195
籠[ご],5550,65305.330996733101
桟[さん],5551,65319.738224303415
葉[ぱ],5552,65351.046030601196
杖[じょう],5553,65368.415132120281
質[しっ],5554,65427.341508523969
梳[と],5555,65451.276174954022
灌[かん],5556,65491.365693642969
寄[よせ],5557,65516.425315323271
坪[つぼ],5558,65546.898678925863
焉[えん],5559,65598.505910761043
平[ぴら],5560,65696.188360119282
昨[さっ],5561,65724.491814621564
蹴[しゅう],5562,65727.735974106312
矜[きょう],5563,65742.436277380300
憶[おぼ],5564,65753.342591455788
蔓[つる],5565,65793.737127611006
々[いや],5566,65904.949744401834
草[ぞう],5567,65981.618469503504
吠[ぼ],5568,65999.947787221652
燭[しょく],5569,66000.351417882572
咽[いん],5570,66019.217339559225
諦[てい],5571,66020.473694747401
戯言[たわごと],5572,66042.457967189475
檎[ご],5573,66070.172825178874
頼[だの],5574,66136.057714139926
肺[ぱい],5575,66142.670292834795
雪崩[なだれ],5576,66212.216245498552
机[き],5577,66249.424448900085
６[むい],5578,66322.904267346603
堆[たい],5579,66334.815228220104
面[おもて],5580,66345.356396480565
躓[つまず],5581,66402.158039738802
白[びゃく],5582,66403.853708818540
樽[だる],5583,66441.705602644666
股[もも],5584,66452.425550012937
耶[や],5585,66455.934880256100
浮[うか],5586,66603.952736078238
凹[へこ],5587,66614.713646708376
踊[よう],5588,66639.539213940647
熟[う],5589,66751.214290859702
聯[れん],5590,66879.468475443005
生真面目[きまじめ],5591,66889.088307286438
亡[もう],5592,66898.543807545677
換[かえ],5593,66963.074157280906
契[ちぎ],5594,66966.675407032017
盲[めくら],5595,67013.864013763043
滋[じ],5596,67048.297197250213
摂[せつ],5597,67053.017516230917
赤[せっ],5598,67104.096608124004
蒲[ぶ],5599,67145.709171291906
相[ぞう],5600,67177.309070420830
階[がい],5601,67224.693950836430
贖[しょく],5602,67251.858078955323
思[じ],5603,67408.551459002701
霜[そう],5604,67409.684437171047
或[あ],5605,67474.216532708771
司[つかさど],5606,67476.438105728725
興[おこ],5607,67532.850672126355
拙[つたな],5608,67545.226820861615
芝生[しばふ],5609,67557.799314255812
爬[は],5610,67590.414640552190
妾[しょう],5611,67593.571006287457
爛[ただ],5612,67610.639208165929
桑[くわ],5613,67619.608736282156
俵[ひょう],5614,67643.674052146904
噤[つぐ],5615,67700.975576062381
冤[えん],5616,67720.192747543071
膚[はだ],5617,67720.681454314006
原[ばら],5618,67863.803266194256
被[こうむ],5619,67899.570370929403
彷[ほう],5620,67905.210114438421
石[じゃく],5621,67911.775053485850
中[あた],5622,67957.830628762371
徒[むだ],5623,68051.978275692498
包[くる],5624,68116.190861393537
跪[ひざまず],5625,68121.993740052669
篭[かご],5626,68129.170632847236
葛[くず],5627,68149.318442180971
消[けし],5628,68170.360428922315
爾[じ],5629,68177.076457414718
々[びろ],5630,68184.347266721627
五十[いそじ],5631,68211.948213687981
粕[かす],5632,68225.621528252610
臼[うす],5633,68281.121975668415
宥[なだ],5634,68294.131458016476
卦[け],5635,68377.361594141985
狭[さ],5636,68383.611845018153
領[えり],5637,68471.228755342658
伽[が],5638,68541.528322096347
塵[ゴミ],5639,68550.600349726767
羹[かん],5640,68569.734449465948
稲荷[いなり],5641,68575.126322820914
気質[かたぎ],5642,68612.342138069580
糊[こ],5643,68637.723324404622
果[はた],5644,68668.772758503692
酌[く],5645,68675.351620019268
清水[しみず],5646,68680.000265763418
烏[からす],5647,68701.399385549346
編[あみ],5648,68747.916559862162
凭[もた],5649,68767.270273040369
負[おい],5650,68820.297006122128
墜[お],5651,68882.252316859158
嘲[あざけ],5652,68886.990471804733
但[ただ],5653,68887.248268450814
戌[いぬ],5654,68927.788589255520
壕[ごう],5655,68930.917530483523
殺[さい],5656,68963.251594317640
十[じゅっ],5657,68995.541916520087
店[だな],5658,69003.385588173958
粥[かゆ],5659,69004.420118167516
焔[えん],5660,69033.168452691534
途[ど],5661,69048.085764480740
橙[だいだい],5662,69087.327306315317
々[きょう],5663,69114.573223879779
姑[こ],5664,69190.812473987069
礼[らい],5665,69266.999557225092
鰻[うなぎ],5666,69351.569150310126
芒[ぼう],5667,69393.818825875438
漬[つけ],5668,69450.310789904412
先[さっき],5669,69481.893723833433
州[す],5670,69498.772077986403
縁[ふち],5671,69513.399712907558
猾[かつ],5672,69532.645362952084
柴[しば],5673,69574.983038897000
凍[い],5674,69607.874204149892
邸[やしき],5675,69614.179714473576
眸[ぼう],5676,69624.418510947755
犯[ぱん],5677,69642.473944941055
曼[まん],5678,69754.273176028641
因[よ],5679,69799.557204057899
薄[はっ],5680,69804.673166641049
寓[ぐう],5681,69874.795206697905
開[はるき],5682,69889.334575005094
拭[しょく],5683,69894.532041857368
已[や],5684,69960.100098142851
牙[げ],5685,69963.108731718021
悍[かん],5686,69963.523059267303
疎[おろそ],5687,70003.118054493636
世[ぜ],5688,70003.426355774209
腔[くう],5689,70064.689199372791
美[み],5690,70122.917075511476
躱[かわ],5691,70158.094238576072
塩[じお],5692,70168.840238609293
繍[しゅう],5693,70353.350002397827
々[みず],5694,70358.993523657962
司[じ],5695,70360.648232696345
絢[けん],5696,70367.217957184155
赦[ゆる],5697,70376.578374205114
埃[ぼこり],5698,70382.416948420068
朗[ほが],5699,70402.604218688895
厳[ごん],5700,70430.552761745726
福[ぷく],5701,70442.928062821069
漢[おとこ],5702,70471.015020522609
木綿[もめん],5703,70510.914579249802
戸[ご],5704,70554.421073405218
咤[た],5705,70603.111583699181
昂[たか],5706,70783.587871732525
蚊帳[かや],5707,70791.573103550909
歪[いびつ],5708,70810.045069860556
掠[りゃく],5709,70887.658139952124
謀[む],5710,70922.573203349195
々[ざき],5711,70971.675473167168
職[しょっ],5712,70974.933431764497
死[じに],5713,71066.897293748101
司[つかさ],5714,71067.924642767204
耽[たん],5715,71074.794097769336
憩[いこ],5716,71082.546811065913
面子[メンツ],5717,71085.199930392075
侘[わ],5718,71103.272857523363
々[ちょう],5719,71123.762621598813
欠伸[あくび],5720,71133.783733555654
生[いき],5721,71170.483331862037
羽[わ],5722,71201.317822084777
打[ダース],5723,71201.611602155404
々[じゅん],5724,71255.283778869503
染[そめ],5725,71314.853126725691
貢[ぐ],5726,71326.066741987757
捉[そく],5727,71342.280926149615
剝[はく],5728,71351.745123842673
拮[きっ],5729,71398.467568880980
童[わらべ],5730,71436.048026150078
榴[りゅう],5731,71459.466926749767
彗[すい],5732,71558.135802947640
汁[し],5733,71624.528508419331
楕[だ],5734,71662.550436756355
几[き],5735,71666.658189469905
彼[か],5736,71672.114942224303
茎[くき],5737,71745.419193472524
健[すこ],5738,71751.921323218441
斡[あっ],5739,71762.568032570111
喘[ぜん],5740,71770.065697066180
忙[せわ],5741,71953.424276961538
肴[さかな],5742,71957.333926329040
敵[がたき],5743,72092.301037644997
々[にが],5744,72138.196415887680
詮[かい],5745,72148.779295138884
襖[ふすま],5746,72156.047932672242
註[ちゅう],5747,72159.634879010962
腐[ぐさ],5748,72171.428874313249
或[ある],5749,72174.109056170768
宋[そう],5750,72239.445302148350
三[ざん],5751,72265.930069744922
々[め],5752,72275.773330084296
晰[せき],5753,72277.977720572133
拾[びろ],5754,72312.813923532682
海[の],5755,72388.128484694855
苔[り],5756,72388.128484694855
掘[ほり],5757,72389.561477121577
柄[へい],5758,72398.791300159719
鍔[つば],5759,72405.017889825249
俄[にわか],5760,72425.413663410392
明[あけ],5761,72471.651254108976
々[ねん],5762,72511.361071442545
鳶[とび],5763,72575.581227120274
頻[しき],5764,72632.264654406070
幡[まん],5765,72657.277554766537
巷[ちまた],5766,72675.751939316659
々[わか],5767,72715.839618499478
労[いたわ],5768,72723.014291377724
嶺[れい],5769,72752.557648827016
梱[こん],5770,72771.448283642050
瞞[まん],5771,72776.736673876207
猪[いのしし],5772,72845.544079098676
逸[はぐ],5773,72849.659038133032
黄[こ],5774,72930.447992041678
鬚[ひげ],5775,72958.564134239801
痣[あざ],5776,72967.131045264730
弁[わきま],5777,73072.370053868857
仰[の],5778,73111.821306999191
林[ばやし],5779,73154.869221686473
瘡[そう],5780,73197.020438421503
笥[す],5781,73232.805640720093
貴女[あなた],5782,73264.017908950176
参[じん],5783,73301.064912231188
鯛[だい],5784,73374.475132633219
巡[まわ],5785,73429.161061404040
逆[げき],5786,73442.766289659776
壇[たん],5787,73490.791292628099
哉[かな],5788,73490.803079069708
疑[うたぐ],5789,73532.893907823585
鑑[かがみ],5790,73534.266352989362
李[り],5791,73563.505256319346
稲[いね],5792,73571.547410918502
々[やす],5793,73654.877402255341
睨[ね],5794,73693.749536627627
湛[たた],5795,73779.084449727889
喉[こう],5796,73890.792031524790
薮[やぶ],5797,73921.358400304103
珠[たま],5798,74040.410054663895
茅[かや],5799,74100.919467341912
夏[げ],5800,74102.908713573997
畿[き],5801,74131.080967228641
泣[なき],5802,74150.639154728749
反故[ほご],5803,74244.873105914841
嗣[し],5804,74264.691788574783
毒[どっ],5805,74301.660957840999
擢[てき],5806,74304.720893134159
納[な],5807,74325.521107516572
蚕[さん],5808,74344.768471541131
溜[たま],5809,74395.320853194440
頚[けい],5810,74404.516551064298
汁[つゆ],5811,74461.482450636453
鳩[ばと],5812,74476.544830587663
迸[ほとばし],5813,74487.595609656768
硫黄[いおう],5814,74541.280075944029
点[とも],5815,74564.820469506303
鮭[さけ],5816,74664.664221836167
抜[ぬけ],5817,74686.226305741977
乃[の],5818,74725.710392809066
掛[がか],5819,74738.106000630883
虐[しいた],5820,74767.135900849316
肥[こえ],5821,74880.917168123691
比[ぴ],5822,74927.900159534489
礎[いしずえ],5823,74929.731893525677
途[みち],5824,74942.086388249896
雇[やとい],5825,74962.812329392153
勢[せ],5826,74978.980116492996
熾[し],5827,75002.500599522289
伯母[おば],5828,75024.796910406745
壊[え],5829,75039.580910145640
廟[びょう],5830,75082.211151104464
柚[ゆ],5831,75106.374747702430
付いている[ついてる],5832,75127.859804355117
呑[のみ],5833,75167.295855012388
醇[じゅん],5834,75224.756123267027
辛[かろ],5835,75249.562915744056
獰[どう],5836,75251.192399317792
到[いた],5837,75261.616848991704
広[ぴろ],5838,75273.906349476238
傍[おか],5839,75345.510279248949
項[うなじ],5840,75355.391708256167
華[が],5841,75370.129734930961
放[ほ],5842,75397.947455319940
鋳[ちゅう],5843,75481.591308327028
雄叫び[おたけび],5844,75487.677698896325
篭[こも],5845,75500.939421133764
沙[しゃ],5846,75524.344834286108
痍[い],5847,75531.561406188019
姐[ねえ],5848,75538.977086071653
琵[び],5849,75598.079826376721
琶[わ],5850,75598.079826376721
盾[だて],5851,75598.797931034045
紛[まご],5852,75626.237700726837
誉[ほま],5853,75659.274782362685
葺[ぶき],5854,75671.208550395168
洗[あらい],5855,75693.847539075025
雅[みやび],5856,75698.276080061725
琴[こと],5857,75727.526812308046
々[どころ],5858,75731.959270919324
問[とん],5859,75766.127256035630
速[ばや],5860,75781.704440912086
反[たん],5861,75792.491902863869
々[てん],5862,75826.329834935124
麹[こうじ],5863,75853.522762000634
畳[だたみ],5864,75864.692714972349
陋[ろう],5865,75872.290724683538
賊[あだ],5866,75895.118550068000
滑[ぬめ],5867,75932.158627447236
若[も],5868,75947.519792579129
照[で],5869,75951.885075645725
責[ぜ],5870,76011.617638004987
葺[ぶ],5871,76040.689376565846
蒸[むし],5872,76058.063676866688
捲[ま],5873,76177.458946599480
鶴[づる],5874,76252.424386991785
褪[あ],5875,76275.270833924937
禍[わざわい],5876,76285.113632738139
得[どく],5877,76298.881215457921
下手[べた],5878,76313.964259634944
燻[くん],5879,76329.192387117626
勤[いそ],5880,76361.887635454666
墳[ふん],5881,76396.664359371774
罷[まか],5882,76397.935571748196
逝[せい],5883,76492.049257931983
庫[くら],5884,76568.251891593653
交[が],5885,76632.250126353581
球[たま],5886,76674.238811456249
法[のり],5887,76681.149328993721
々[づね],5888,76694.125933534524
罹[り],5889,76695.807923431654
泡[ぽう],5890,76715.687860647828
管[くだ],5891,76780.901650877480
種[ぐさ],5892,76793.195370127127
転[くるり],5893,76799.954726046635
奉[ぽう],5894,76831.392507112774
漿[しょう],5895,76842.441025949011
焼[やけ],5896,76853.087139154057
飼[かい],5897,76867.430739801523
漆[うるし],5898,76913.543554530275
謀[はか],5899,76916.161762407224
挟[ばさ],5900,76987.453693518561
凸[でこ],5901,77010.905752284001
謳[おう],5902,77016.903750696481
柔[にゅう],5903,77022.091723421385
碍[げ],5904,77024.595712475755
隙[げき],5905,77031.172470561563
怖気[おぞけ],5906,77048.652388450108
叫[わわ],5907,77064.526707326935
鍾[しょう],5908,77068.303271274577
自[おの],5909,77196.914505788955
辟[へき],5910,77197.839536309140
拘[かか],5911,77205.094335005604
尊[ぞん],5912,77210.946373393454
双[もろ],5913,77228.561335720718
亘[わた],5914,77306.673430319352
々[おも],5915,77339.681567858453
更[ざら],5916,77379.319496103315
神輿[みこし],5917,77415.957399151477
樽[たる],5918,77419.634856839446
斥[せき],5919,77447.360072866330
庵[あん],5920,77483.907960903467
神[かん],5921,77531.135108784511
靱[じん],5922,77546.639536542978
倭[わ],5923,77635.390660883946
瘤[こぶ],5924,77645.341469877370
草履[ぞうり],5925,77691.609651996376
請[しょう],5926,77723.703431810281
閉[ぺい],5927,77754.594873574752
軟[やわ],5928,77766.277173415874
扮[ふん],5929,77773.732876033508
々[あい],5930,77778.143045395307
光[びか],5931,77782.085931894209
竪[たて],5932,77824.585995402595
詰[きつ],5933,77858.249719941799
弥[いや],5934,77935.373395029790
瀉[しゃ],5935,77976.143555722898
午[うま],5936,78002.045811217176
抹[まつ],5937,78007.641721224107
若[にゃく],5938,78056.848655807669
栃[とち],5939,78059.733451402688
灼[や],5940,78063.578019900437
触[ふれ],5941,78106.950338260445
公[おおやけ],5942,78168.881115225464
睡[ねむ],5943,78184.509247435257
挽[び],5944,78188.871808203025
碧[あお],5945,78264.266537690244
饉[きん],5946,78299.735712770474
秋[じゅう],5947,78311.996333471019
岐[ぎ],5948,78314.578121886487
痴[し],5949,78394.567072188991
々[あつ],5950,78397.364188420601
琥[こ],5951,78415.252983331593
珀[はく],5952,78415.252983331593
食[は],5953,78418.971094382985
嬰[えい],5954,78425.817907420729
瓜[か],5955,78438.841901619046
拾[じゅう],5956,78444.808662102063
孔[あな],5957,78468.901213243225
吊[つる],5958,78510.956502511384
仇[かたき],5959,78565.313918694883
醒[ざ],5960,78576.070882114800
揆[き],5961,78702.204618948672
花弁[はなびら],5962,78763.078827146499
厳[いか],5963,78845.358913307631
捏[ねつ],5964,78928.181333556669
烏[がらす],5965,78928.721045423983
浜[ひん],5966,79001.033468141904
投[なげ],5967,79002.217385498458
扱[しご],5968,79045.010769395216
燗[かん],5969,79072.194149404124
暮[くれ],5970,79085.533931494065
繭[まゆ],5971,79221.818012842108
也[なり],5972,79261.047096836075
吼[ほ],5973,79269.779577640686
悲[がな],5974,79316.388670291810
弛[ゆる],5975,79379.782578267695
盃[さかずき],5976,79431.444811814101
僻[ひが],5977,79469.405512919751
鳴[なる],5978,79485.072067291185
捕[とり],5979,79490.334121183754
店[たな],5980,79502.383401268511
喩[たと],5981,79517.028956988870
々[さん],5982,79546.247766470362
篇[ぺん],5983,79630.574135616058
惚気[のろけ],5984,79646.123890709772
貶[おとし],5985,79667.915003125134
纏[てん],5986,79677.077213345910
串[ぐし],5987,79785.518837976269
誦[しょう],5988,79834.006481605960
嚥[えん],5989,79876.273148990862
擂[す],5990,79889.671090775606
轍[てつ],5991,79898.606680246899
園[ぞの],5992,79910.968034786827
境[けい],5993,80003.489352551056
滓[し],5994,80075.355854296809
珈琲[コーヒー],5995,80089.363824242348
竹[だけ],5996,80159.309770255219
袂[たもと],5997,80196.522242830644
僻[へき],5998,80240.908853912595
鉈[なた],5999,80277.430711008434
狗[く],6000,80307.188824116529
尽[つく],6001,80308.071770617040
替[かわ],6002,80352.057487342070
戟[げき],6003,80368.073814043062
桑[そう],6004,80370.509551099545
果[はて],6005,80403.425111084362
蝉[せみ],6006,80406.926891074021
懺[さん],6007,80440.465188463611
悔[げ],6008,80440.465188463611
駆[かけ],6009,80498.084681860142
質[ただ],6010,80643.145937725829
貫[ぬき],6011,80669.610639641425
腐[ぷ],6012,80689.126730511140
汚[きた],6013,80710.328609369535
河童[かっぱ],6014,80735.200432345067
億劫[おっくう],6015,80747.368686748770
政[まつりごと],6016,80765.201873056460
凧[たこ],6017,80768.366662487853
々[よく],6018,80815.120696738115
躍[やっ],6019,80853.197479260882
可[べ],6020,80919.292498643277
躾[しつ],6021,81023.996391484761
汐[しお],6022,81055.105579851239
訛[なま],6023,81195.917583677234
蔓[まん],6024,81231.327325969134
聳[そび],6025,81310.413488920662
曹[ぞう],6026,81363.400643498433
起[おこり],6027,81398.215760698324
戴[いただ],6028,81400.456208253236
珊[さん],6029,81403.571083376810
瑚[ご],6030,81403.571083376810
鑑[かんが],6031,81408.798639949542
怒[ぬ],6032,81430.838540014563
凛[り],6033,81447.398720293306
正[じょう],6034,81452.902908557546
贋[がん],6035,81469.267387974352
艶[なま],6036,81472.295915456809
旗[ばた],6037,81499.023375496385
母[も],6038,81502.432966422915
其[それ],6039,81573.920002848798
飛[び],6040,81592.283680171618
易[やさ],6041,81595.642168318896
老舗[しにせ],6042,81608.443648735760
藝[げい],6043,81626.543874176030
概[おおむ],6044,81705.119258983468
鍬[くわ],6045,81780.480089285600
轢[れき],6046,81921.909736268179
媚[こび],6047,81978.129286562296
寸[ずん],6048,81979.985910212054
臼[きゅう],6049,82019.036179210700
叉[また],6050,82067.272821575883
決[ぎ],6051,82069.091963462764
叢[むら],6052,82074.512178384539
婉[えん],6053,82075.411971261492
窯[かま],6054,82075.543650091859
痒[よう],6055,82112.658043482996
紆[う],6056,82157.923279047871
遵[じゅん],6057,82164.227974770605
鞠[まり],6058,82224.954612917209
訊[たず],6059,82239.554661169677
琢[たく],6060,82288.682669018643
訶[か],6061,82296.729690714652
揶[や],6062,82329.509134805005
揄[ゆ],6063,82329.509134805005
小豆[あずき],6064,82382.402845996185
極[きょっ],6065,82449.630935625129
棍[こん],6066,82517.336544637088
謁[えっ],6067,82531.089919224236
楓[かえで],6068,82554.816158056579
雌[めす],6069,82571.293646875260
褻[せつ],6070,82614.549283867178
脹[ふく],6071,82632.727582478052
鷺[さぎ],6072,82687.354160077230
ドヤ顔[どやがお],6073,82768.698623730292
乎[こ],6074,82779.809818672555
創[きず],6075,82788.870102741945
詛[そ],6076,82800.497199128411
餌[じ],6077,82828.958232569406
志[こころざ],6078,82969.773329503325
塵[ちり],6079,82981.825689671125
帆[ぱん],6080,83059.731378759374
祀[まつ],6081,83132.930259591201
締[てい],6082,83136.083371233282
謗[ぼう],6083,83274.848711533123
小[ぐわー],6084,83340.174103295751
法[ほっ],6085,83343.874793552561
璽[じ],6086,83525.319382313697
蝙蝠[こうもり],6087,83529.936994766496
云[い],6088,83548.197754905996
画[かっ],6089,83571.220753088361
麓[ふもと],6090,83604.746084576051
洟[はな],6091,83609.883494049878
摩[す],6092,83645.967755985941
誼[ぎ],6093,83648.714108564993
包[づつ],6094,83661.662147548865
衣[え],6095,83669.372259772514
氷[ひ],6096,83673.353480517690
６[むっ],6097,83699.991997836973
大分[おおいた],6098,83752.906394093021
洲[す],6099,83767.687255300043
庫[ご],6100,83768.973930804219
彦[ひこ],6101,83782.915392815674
義[と],6102,83864.061442438455
父[う],6103,83864.061442438455
統[す],6104,83869.318065856351
住[すみ],6105,83924.478433350174
問[どん],6106,83959.856773083695
爆[は],6107,83975.146858368476
翳[かげ],6108,83976.467743677713
々[ちゃ],6109,83996.660913477899
十[と],6110,84008.688491773530
々[ぼし],6111,84123.307167885447
閣[かっ],6112,84155.055805639087
顕[あらわ],6113,84282.356723871082
秀[ひい],6114,84330.846832209339
猫[びょう],6115,84353.975521877350
態[だい],6116,84361.421951037730
婢[ひ],6117,84370.422335846655
蛋[たん],6118,84403.623331292023
々[おう],6119,84430.720646197355
毫[ごう],6120,84454.166664257762
翠[すい],6121,84470.879602060362
沸[ふつ],6122,84499.055720634467
廃[ぱい],6123,84562.316996337293
々[ひょう],6124,84566.253765658883
吊[づ],6125,84575.139972652294
沽[こ],6126,84610.197493609827
表[あら],6127,84636.910662869050
達磨[だるま],6128,84698.293348237290
洲[しゅう],6129,84753.739515573499
炒[い],6130,84782.286665720691
下[さがる],6131,84784.737121086204
塡[てん],6132,84821.168663530043
番[つが],6133,84871.308821812578
与[くみ],6134,84890.879415234580
瓦[がわら],6135,84955.290254735723
限[きり],6136,85059.891981617722
鮎[あゆ],6137,85095.844372518375
賢[がしこ],6138,85144.942641322705
